Google Ads campaign,Nth week,Google Ads cost,Google Ads impressions
srch_prod_товары_для_дома [4] Clone,0035,217.764416,36507
srch_prod_зоотовары [1] Clone,0035,161.916962,1627
srch_prod_детские_товары [4] Clone,0035,117.902716,1351
srch_prod_товары_для_дома [2] Clone,0035,94.69843,2377
srch_prod_товары_для_дома [5] Clone,0035,78.150412,2337
srch_prod_товары_для_дома [1] Clone,0035,76.289741,1628
srch_prod_товары_для_дома [3] Clone,0035,70.116623,1804
shop_st_автотовари_автозапчастини_Автомобільні_акумулятори,0035,62.52,889
srch_prod_електроника [1] Clone,0035,38.053632,221
shop_st_детские_товары_игры_на_улице,0035,37.23,179
srch_prod_товары_для_дома [6] Clone,0035,35.074296,1339
srch_prod_красота_и_здоровье,0035,9.96,68
srch_prod_красота_и_здоровье [1] Clone,0035,0,12
md_pmax_зоотовары_коты_кормление,0036,130260.742691,829476
md_pmax_алкоголь_виски,0036,127120.687265,1354480
md_pmax_детские_товары_игрушки_a,0036,80875.164899,1068304
md_pmax_продукты_питания_напитки_кофе,0036,77760.753585,678060
md_pmax_детские_товары_подгузники,0036,73694.128074,480485
md_pmax_детские_товары_игрушки_лего,0036,72645.19939,885917
md_pmax_детские_товары_питание,0036,69323.065242,561152
md_pmax_алкоголь_вино,0036,57138.352678,711644
md_pmax_красота_и_уход_лореаль,0036,56911.133197,757437
srch_DSA_алкоголь_UA,0036,54585.534466,237525
md_pmax_алкоголь_пиво,0036,51513.18313,757983
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,0036,51128.630913,295280
md_pmax_алкоголь_вино_игристое,0036,50200.028731,556523
md_pmax_товары_для_дома_посуда_столовая_посуда,0036,39270.624484,526098
md_pmax_зоотовары_собаки_кормление,0036,39039.038985,253599
md_pmax_продукты_питания_снеки,0036,31733.570522,518176
md_pmax_алкоголь_водка,0036,27728.970744,379612
md_pmax_товары_для_здоровья_БАДы,0036,27381.99177,752215
md_pmax_продукты_питания_напитки_холодные_вода_сладкая,0036,27035.860178,392004
md_pmax_красота_и_уход_уход_за_волосами,0036,25607.363386,321584
srch_Продукты_и_напитки_DSA,0036,25291.838385,119933
md_pmax_алкоголь_ликеры_и_наливки,0036,22722.529572,314246
md_pmax_продукты_питания_бакалея,0036,22650.194147,446733
md_pmax_алкоголь_ром,0036,21398.429439,261969
md_pmax_детские_товары_косметика_и_гигиена,0036,21296.520454,203917
md_pmax_товары_для_дома,0036,21274.81337,270196
md_pmax_продукты_питания_кондитерка_шоколад,0036,20795.663904,411680
merch_shop,0036,20685.721231,485658
md_pmax_бытовая_химия_средства_для_уборки,0036,20594.678363,169939
srch_prod_алкоголь,0036,20276.854785,96756
shop_st_бытовая_химия_средства_для_стирки,0036,19606.382878,269355
md_pmax_алкоголь_бренди,0036,19544.082654,300018
md_pmax_продукты_питания_кондитерка_конфеты,0036,17685.645481,366415
md_pmax_товары_для_дома_посуда_посуда_для_приготовления_пищи,0036,17283.513113,283794
md_pmax_продукты_питания_кондитерка,0036,17096.173992,348955
brand_shopping,0036,16762.303142,577984
md_pmax_продукты_питания_напитки_холодные_соки,0036,16595.210824,226828
shop_st_детские_товары_питание_пюре,0036,15577.204466,181833
md_pmax_продукты_питания_консервы,0036,15369.308009,282857
md_pmax_красота_и_уход_уход_за_лицом,0036,15249.022273,222793
md_pmax_красота_и_уход_уход_за_лицом_умывание,0036,14731.187206,202450
srch_prod_детские_товары,0036,14521.250582,116501
md_pmax_алкоголь_текила,0036,14138.483358,173533
srch_Товары_для_дома_DSA,0036,13689.566314,66673
shop_st_красота_и_уход_уход_за_полостью_рта_зубные_пасты,0036,13383.999125,188932
shop_st_продукты_питания_крупы,0036,13361.132322,266403
md_pmax_бытовая_химия_средства_для_уборки_top24_bc,0036,13334.358056,131338
md_pmax_детские_товары_подгузники_пеленки,0036,13273.727898,66622
md_pmax_алкоголь_джин,0036,13106.928536,185556
pr_mega_demgen_hugsale25_2501,0036,12610.480013,122544
shop_st_детские_товары_кормление,0036,12576.431633,167733
shop_st_зоотовары_собаки_здоровье,0036,12235.337114,136328
shop_st_детские_товары_питание_печенье,0036,11956.281965,181246
srch_DSA,0036,11769.790014,114970
pr_mega_demgen_loveseason25_2502,0036,11596.628554,168452
srch_Детские_товары_DSA,0036,11071.623505,69209
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,0036,11029.07164,132872
shop_st_детские_товары_питание_каши,0036,10477.136845,127332
srch_cat_товары_для_дома,0036,10240.006441,105118
md_pmax_продукты_питания_соусы,0036,10072.148594,212893
md_pmax_товары_для_дома_посуда_инвентарь_и_аксессуары,0036,9963.320827,124874
md_pmax_дача_сад_огород_растения_Горшки и_уход за_растениями,0036,9674.017462,194639
md_pmax_продукты_питания_Азия,0036,9410.566876,140159
md_pmax_красота_и_уход_уход_за_волосами_шампуни,0036,9277.960558,145120
md_pmax_красота_и_уход_азиатская_косметика,0036,9131.940226,125414
srch_Бытовая_химия_DSA,0036,8889.153271,51115
shop_st_красота_и_уход_уход_за_телом_крема,0036,8655.080202,132911
shop_st_товары_для_дома_хоз_инвентарь,0036,8627.039329,112784
srch_Красота_и_уход_DSA,0036,8266.380942,68390
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,0036,8209.793904,104924
md_pmax_товары_для_дома_посуда_бар,0036,8104.886722,82474
md_pmax_продукты_питания_кондитерка_батончики,0036,7854.219828,131888
srch_prod_детские_товары [1] Clone,0036,7799.829479,75292
srch_prod_електроника,0036,7711.907966,106471
md_pmax_красота_и_уход_гигиена_прокладки_урологические,0036,7511.716163,58096
md_pmax_товары_для_дома_посуда_чай_и_кофе,0036,7374.809604,87539
md_pmax_алкоголь_бальзамы,0036,7333.768014,111604
md_pmax_товары_для_дома_текстиль_сон,0036,7301.055635,97024
shop_st_красота_и_уход_уход_за_телом_гели,0036,7176.664627,111313
md_pmax_продукты_питания_бакалея_масло,0036,7147.724997,119905
md_pmax_зоотовары_собаки,0036,6866.529039,90106
md_pmax_красота_и_уход_макияж_лицо,0036,6865.462612,155134
md_pmax_товары_для_здоровья_спортивное_питание,0036,6789.335103,130648
md_pmax_продукты_питания_напитки_чай,0036,6718.402469,164063
md_pmax_МБТ_техника_для_кухни,0036,6668.373337,112894
shop_st_бытовая_химия_средства_для_уборки_bc,0036,6579.277008,70518
md_pmax_детские_товары_мебель,0036,6416.487637,73915
md_pmax_красота_и_уход_уход_за_лицом_крема,0036,6233.808251,113023
md_pmax_детские_товары_беременость_и_материнство,0036,6197.598251,57254
srch_cat_продукты_питания,0036,6148.156868,47052
md_pmax_продукты_питания_напитки_холодные_вода,0036,6104.047199,103066
md_pmax_зоотовары_коты_гигиена,0036,5840.598352,54868
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,0036,5810.462578,44426
srch_cat_детские_товары,0036,5669.112704,56011
md_pmax_зоотовары_собаки_гигиена,0036,5614.391341,44896
srch_Алкоголь_Ігристі,0036,5485.09911,16302
srch_Алкоголь_Тихі_вина,0036,5442.10206,18102
srch_Продукти_кондитерка,0036,5400.956814,30361
srch_Алкоголь_Пиво,0036,5364.506122,16487
srch_Напої_холодні,0036,5357.536577,17314
srch_Продукти,0036,5331.41334,21773
srch_Алкоголь_Віскі,0036,5325.535269,26266
srch_Напої_гарячі,0036,5320.818722,27441
shop_st_товары_для_дома_интерьер_и_декор,0036,4857.797354,76472
md_pmax_школа_офис_и_книги_живопись,0036,4803.352993,84048
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,0036,4743.672535,34633
srch_prod_зоотовары,0036,4545.886517,42334
shop_st_товары_для_дома_освещение,0036,4541.639352,72283
md_pmax_красота_и_уход_для_мужчин_бритья,0036,4482.595817,59287
srch_prod_бытовая_химия,0036,4460.070817,33337
md_pmax_алкоголь,0036,4390.712841,114388
shop_st_товары_для_дома_хранение_и_организация,0036,4350.255354,69271
md_pmax_товары_для_дома_текстиль_одеяла_подушки_наматрасники,0036,4292.295891,54212
srch_cat_красота_и_здоровье,0036,4118.262267,36594
shop_st_дача_сад_огород_садовые_работы,0036,4089.655318,79446
srch_cat_алкоголь,0036,4089.420673,26867
shop_st_красота_и_уход_уход_за_полостью_рта,0036,4003.278475,62224
shop_st_продукты_питания_молочные_продукты,0036,3979.643268,87356
md_pmax_продукты_питания_бакалея_макароны,0036,3650.807416,92864
shop_st_зоотовары_коты_здоровье,0036,3617.581414,57391
shop_st_красота_и_уход_уход_за_телом,0036,3607.819341,69925
md_pmax_товары_для_дома_мебель,0036,3517.857135,48405
md_pmax_красота_и_уход_макияж_глаза,0036,3473.38612,87946
shop_st_продукты_питания_хлебобулочные,0036,3311.098088,60149
md_pmax_товары_для_дома_текстиль_ванная,0036,3304.255432,27796
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,0036,3300.871207,53080
shop_st_красота_и_уход_уход_за_телом_мыло,0036,3153.67322,42073
md_pmax_алкоголь_вино_вермут,0036,3144.439557,58613
md_pmax_МБТ_аксы_для_бытовой_техники,0036,3098.604194,28998
shop_st_алкоголь_слабоакогольные_напитки,0036,3077.862522,61896
md_pmax_бытовая_химия_средства_для_мытья_посуды,0036,2981.337876,37055
md_pmax_детские_товары_здоровье,0036,2920.404894,38328
md_pmax_школа_офис_и_книги,0036,2883.600797,60695
md_pmax_продукты_питания_кондитерка_печенье,0036,2813.642216,89299
search_brand,0036,2765.98024,70351
md_pmax_автотовары_автохимия_автокосметика,0036,2535.654665,55149
md_pmax_красота_и_уход,0036,2450.01221,60654
shop_st_товары_для_дома_текстиль_для_дома,0036,2404.111117,31837
md_pmax_зоотовары_коты_дом_и_отдых,0036,2359.241071,33040
shop_st_детские_товары_для_купания,0036,2345.702004,28764
md_pmax_детские_товары_детсткие книги,0036,2308.626637,43059
srch_Зоотовары_DSA,0036,2291.825544,20279
shop_st_товары_для_дома_уход_за_одеждой,0036,2249.313386,27175
shop_st_дача_сад_огород_дачный_отдых,0036,2123.370062,39400
shop_st_детские_товары_питание_бакалея,0036,2023.417404,35556
md_pmax_товары_для_дома_текстиль_кухня,0036,1898.105075,27590
md_pmax_детские_товары_подгузники_салфетки,0036,1876.515665,18763
shop_st_товары_для_дома_термопродукция,0036,1794.604701,17818
md_pmax_товары_для_дома_посуда,0036,1793.699939,21825
md_pmax_МБТ_климатическая_техника,0036,1743.842226,18712
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,0036,1666.731391,31550
md_pmax_школа_офис_и_книги_школа_и_канцтовары,0036,1587.011582,36367
md_pmax_товары_для_здоровья_интимные_товары,0036,1585.858907,46573
md_pmax_красота_и_уход_для_мужчин,0036,1454.855031,19373
md_pmax_красота_и_уход_гигиена,0036,1445.942388,16816
shop_sm_all_max,0036,1438.672817,142498
shop_st_детские_товары_коляски,0036,1422.131463,36260
shop_st_красота_и_уход_уход_за_волосами,0036,1363.328414,38586
md_pmax_бытовая_химия_ароматы_для_дома,0036,1322.6383,23252
md_pmax_МБТ_техника_для_красоты_и_здоровья,0036,1226.283355,26899
md_pmax_красота_и_уход_макияж_губы,0036,1212.641435,41800
md_pmax_Сантехника_и_ремонт_ручной_инструмент,0036,1174.638412,37390
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,0036,1080.721939,27702
md_pmax_школа_офис_и_книги_школа_и_книги,0036,1078.883025,30525
srch_cat_електроника,0036,1066.385309,26496
md_pmax_товары_для_здоровья_домашняя_аптека,0036,1017.286149,23651
srch_prod_алкоголь [1] Clone #505,0036,995.474991,3828
md_pmax_детские_товары_кормление_техника,0036,974.258025,9649
shop_st_детские_товары_подгузники_горшки,0036,955.952062,13164
srch_cat_БАДы,0036,936.480406,2677
md_pmax_автотовары_масла,0036,927.446123,24363
srch_prod_детские_товары [3] Clone,0036,899.785382,15208
md_pmax_красота_и_уход_парфюмерия,0036,818.947827,17281
md_pmax_сантехника_и_ремонт_електроинструмент,0036,737.601515,2869
shop_st_бытовая_химия_средства_для_ухода_за_унитазом_bc,0036,723.960617,11118
shop_st_зоотовары_грызуны,0036,713.673388,17605
md_pmax_красота_и_уход_защита_от_солнца,0036,659.798891,10846
shop_st_зоотовары_птицы,0036,640.028412,13080
md_pmax_МБТ_техника_для_дома,0036,599.086173,15019
shop_st_красота_и_уход_уход_за_лицом,0036,597.422959,18891
shop_st_детские_товары_активный_отдых,0036,581.394237,7853
srch_cat_зоотовары,0036,535.687468,6828
srch_Дача_сад_город_DSA,0036,531.363863,4599
shop_st_детские_товары_автокресла,0036,529.712851,10312
srch_Товары_для_здоровья_DSA,0036,529.04669,3773
srch_prod_продукты_питания,0036,511.610825,8162
srch_cat_бытовая_химия,0036,497.937658,4912
shop_st_продукты_питания_суперфуд,0036,481.835097,24069
shop_st_зоотовары_рыбам_и_черепахам,0036,393.97973,9375
shop_st_бытовая_химия_репеленты,0036,390.927176,7566
srch_prod_електроника [1] Clone,0036,367.176077,7180
shop_st_зоотовары_собаки_груминг,0036,360.241708,6559
md_pmax_красота_и_уход_макияж,0036,286.714044,9127
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом_bc,0036,239.104789,7681
srch_prod_зоотовары [1] Clone,0036,219.240481,1649
md_pmax_зоотовары_коты,0036,204.073018,3744
shop_st_продукты_питания_колбаса,0036,203.236973,7218
srch_prod_товары_для_дома,0036,188.544175,3279
srch_prod_товары_для_дома [4] Clone,0036,176.668968,30297
srch_prod_детские_товары [4] Clone,0036,164.746068,2726
srch_prod_товары_для_дома [1] Clone,0036,115.63841,1249
shop_st_автотовари_автозапчастини_Автомобільні_акумулятори,0036,75.75,1682
srch_prod_товары_для_дома [2] Clone,0036,71.79455,2214
srch_prod_товары_для_дома [3] Clone,0036,67.507367,1382
srch_prod_товары_для_дома [5] Clone,0036,66.065983,2195
srch_prod_товары_для_дома [6] Clone,0036,52.397001,1814
srch_prod_красота_и_здоровье,0036,0,72
srch_prod_красота_и_здоровье [1] Clone,0036,0,33
md_pmax_алкоголь_виски,0037,108330.921337,1159645
md_pmax_зоотовары_коты_кормление,0037,90364.630112,577161
md_pmax_детские_товары_игрушки_лего,0037,80700.041751,849258
md_pmax_продукты_питания_напитки_кофе,0037,64831.595209,619882
md_pmax_детские_товары_питание,0037,60376.944956,473193
md_pmax_детские_товары_игрушки_a,0037,59726.904304,825095
md_pmax_алкоголь_пиво,0037,58547.572917,807405
srch_DSA_алкоголь_UA,0037,54102.732708,252492
md_pmax_детские_товары_подгузники,0037,50444.471736,309108
md_pmax_алкоголь_вино_игристое,0037,43622.263132,518569
md_pmax_товары_для_дома_посуда_столовая_посуда,0037,42409.310904,564153
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,0037,41776.885306,248086
md_pmax_алкоголь_вино,0037,40135.024863,535506
md_pmax_красота_и_уход_лореаль,0037,37010.526641,599786
md_pmax_товары_для_здоровья_БАДы,0037,36575.872812,850097
md_pmax_красота_и_уход_уход_за_волосами,0037,36256.666583,445704
md_pmax_алкоголь_ром,0037,34949.925532,389128
md_pmax_зоотовары_собаки_кормление,0037,33883.6735,215360
pr_mega_demgen_loveseason25_2502,0037,32305.682688,760760
md_pmax_продукты_питания_снеки,0037,29703.886432,512558
md_pmax_бытовая_химия_средства_для_уборки,0037,29190.849243,239786
md_pmax_продукты_питания_кондитерка_шоколад,0037,27563.532666,526474
md_pmax_продукты_питания_кондитерка_конфеты,0037,27480.018819,517105
shop_st_товары_для_дома_хоз_инвентарь,0037,25490.565556,255523
md_pmax_продукты_питания_напитки_холодные_вода_сладкая,0037,24989.951966,379931
srch_Продукты_и_напитки_DSA,0037,24073.10967,108252
srch_prod_алкоголь,0037,22154.18966,115149
md_pmax_продукты_питания_бакалея,0037,22034.480301,441095
md_pmax_алкоголь_бренди,0037,21907.872342,320561
md_pmax_алкоголь_ликеры_и_наливки,0037,20986.996122,287307
md_pmax_алкоголь_водка,0037,20971.225517,282744
shop_st_бытовая_химия_средства_для_стирки,0037,19472.584777,241020
merch_shop,0037,19160.511746,445299
md_pmax_продукты_питания_напитки_холодные_соки,0037,17699.125074,220294
brand_shopping,0037,17620.108521,647029
md_pmax_товары_для_дома_посуда_посуда_для_приготовления_пищи,0037,16129.456431,251237
md_pmax_красота_и_уход_уход_за_лицом,0037,15917.207662,238144
md_pmax_продукты_питания_кондитерка,0037,15248.856425,340714
srch_prod_детские_товары,0037,15121.575297,114507
md_pmax_алкоголь_джин,0037,14813.446552,215049
md_pmax_алкоголь_текила,0037,14636.187436,171901
md_pmax_красота_и_уход_уход_за_лицом_умывание,0037,14428.313268,223536
shop_st_продукты_питания_крупы,0037,14044.746005,277571
shop_st_зоотовары_собаки_здоровье,0037,13784.076133,148759
shop_st_детские_товары_кормление,0037,13583.582382,178884
md_pmax_продукты_питания_консервы,0037,13462.301259,250756
shop_st_детские_товары_питание_пюре,0037,13331.015692,147176
shop_st_красота_и_уход_уход_за_телом_крема,0037,13292.571194,202243
md_pmax_бытовая_химия_средства_для_ухода_за_унитазом,0037,12890.258736,111563
srch_Товары_для_дома_DSA,0037,12878.665115,63752
md_pmax_товары_для_дома_посуда_посуда_для хранения продуктов,0037,12828.509971,145676
srch_DSA,0037,11952.745514,113494
md_pmax_товары_для_дома_текстиль_сон,0037,11545.869823,130842
srch_Детские_товары_DSA,0037,11438.1973,71616
md_pmax_детские_товары_подгузники_пеленки,0037,11424.10626,61174
md_pmax_продукты_питания_соусы,0037,11358.851668,225143
shop_st_красота_и_уход_уход_за_полостью_рта_зубные_пасты,0037,11195.4413,171399
md_pmax_детские_товары_косметика_и_гигиена,0037,10706.377972,129744
md_pmax_товары_для_дома_посуда_инвентарь_и_аксессуары,0037,9299.691415,116671
shop_st_детские_товары_питание_печенье,0037,9197.758294,146289
md_pmax_продукты_питания_напитки_чай,0037,9154.199991,198048
md_pmax_красота_и_уход_уход_за_волосами_шампуни,0037,8748.509412,147404
srch_Бытовая_химия_DSA,0037,8556.83741,46847
srch_prod_електроника,0037,8354.590038,115805
md_pmax_продукты_питания_кондитерка_батончики,0037,8269.677766,149379
srch_Красота_и_уход_DSA,0037,8232.338406,62619
md_pmax_товары_для_здоровья_спортивное_питание,0037,8067.539135,122378
srch_cat_товары_для_дома,0037,8057.936743,82082
md_pmax_красота_и_уход_гигиена_прокладки_урологические,0037,7923.746296,61029
md_pmax_зоотовары_коты_гигиена,0037,7620.903124,54389
md_pmax_продукты_питания_напитки_холодные_энергетические_напитки,0037,7550.927349,114900
srch_prod_детские_товары [1] Clone,0037,7447.789964,70638
shop_st_красота_и_уход_уход_за_полостью_рта_електрические,0037,7368.317062,53364
md_pmax_красота_и_уход_макияж_лицо,0037,7358.560773,145878
md_pmax_алкоголь_бальзамы,0037,7227.338407,99190
md_pmax_дача_сад_огород_растения_Горшки и_уход за_растениями,0037,7218.439623,153818
srch_cat_продукты_питания,0037,7188.432746,54387
md_pmax_зоотовары_собаки,0037,7126.261717,92440
shop_st_детские_товары_питание_каши,0037,7082.451339,92926
shop_st_бытовая_химия_средства_для_уборки_bc,0037,6989.902388,90072
md_pmax_товары_для_дома_посуда_бар,0037,6895.694288,83294
md_pmax_продукты_питания_Азия,0037,6859.387115,107681
pr_gdn_vendor_uni_2502,0037,6758.442262,1261312
srch_cat_детские_товары,0037,6704.332465,63834
md_pmax_продукты_питания_напитки_холодные_вода,0037,6469.35152,114570
md_pmax_алкоголь,0037,6426.266522,144256
md_pmax_красота_и_уход_для_мужчин_бритья,0037,6128.483406,72063
shop_st_товары_для_дома_интерьер_и_декор,0037,5800.284464,103987
srch_Алкоголь_Ігристі,0037,5690.232081,21861
srch_Продукти_кондитерка,0037,5604.034752,29615
srch_Алкоголь_Тихі_вина,0037,5575.752803,20596
shop_st_красота_и_уход_уход_за_телом_гели,0037,5561.111661,92936
srch_Алкоголь_Віскі,0037,5550.15679,26739
srch_Алкоголь_Пиво,0037,5548.351007,17933
srch_Напої_гарячі,0037,5517.527235,26081
md_pmax_красота_и_уход_азиатская_косметика,0037,5504.239969,70028
srch_Продукти,0037,5500.160622,23033
srch_Напої_холодні,0037,5457.406331,19014
srch_cat_алкоголь,0037,5449.808383,34995
md_pmax_красота_и_уход_уход_за_лицом_крема,0037,5389.140343,82864
shop_st_продукты_питания_молочные_продукты,0037,5131.542692,96822
shop_st_товары_для_дома_хранение_и_организация,0037,4950.254849,78876
md_pmax_товары_для_дома_текстиль_одеяла_подушки_наматрасники,0037,4884.237473,60450
md_pmax_детские_товары_беременость_и_материнство,0037,4834.632239,49825
shop_st_товары_для_дома_термопродукция,0037,4818.008149,50675
shop_st_красота_и_уход_уход_за_телом,0037,4700.046147,77754
srch_cat_красота_и_здоровье,0037,4494.274782,41612
md_pmax_алкоголь_вино_вермут,0037,4475.240765,66436
md_pmax_зоотовары_собаки_гигиена,0037,4441.110498,41887
md_pmax_детские_товары_мебель,0037,4388.154355,58623
md_pmax_товары_для_дома_текстиль_ванная,0037,4312.144008,35782
md_pmax_продукты_питания_бакалея_масло,0037,4117.236965,83656
shop_st_красота_и_уход_уход_за_телом_мыло,0037,4075.537317,48530
shop_st_товары_для_дома_освещение,0037,3862.609782,65427
md_pmax_товары_для_дома_посуда_чай_и_кофе,0037,3767.551794,50968
shop_st_красота_и_уход_уход_за_полостью_рта,0037,3724.854253,62185
srch_prod_бытовая_химия,0037,3688.06372,30037
md_pmax_продукты_питания_кондитерка_печенье,0037,3600.061111,104052
srch_prod_зоотовары,0037,3590.379076,35423
md_pmax_красота_и_уход_макияж_глаза,0037,3485.487471,85109
md_pmax_продукты_питания_бакалея_макароны,0037,3420.213985,87064
search_brand,0037,3392.227113,90077
shop_st_алкоголь_слабоакогольные_напитки,0037,3316.695517,68003
md_pmax_школа_офис_и_книги,0037,3312.827609,64650
md_pmax_товары_для_дома_мебель,0037,3270.286055,41342
shop_st_товары_для_дома_уход_за_одеждой,0037,3190.981626,32920
shop_st_дача_сад_огород_садовые_работы,0037,3128.881544,58506
shop_st_продукты_питания_хлебобулочные,0037,2951.360603,51029
md_pmax_МБТ_техника_для_кухни,0037,2886.932343,60648
md_pmax_товары_для_дома_текстиль_кухня,0037,2878.130399,36523
md_pmax_красота_и_уход,0037,2841.387745,60569
md_pmax_МБТ_климатическая_техника,0037,2796.556671,30189
md_pmax_МБТ_аксы_для_бытовой_техники,0037,2552.849929,29098
md_pmax_детские_товары_здоровье,0037,2498.977298,32546
shop_st_зоотовары_коты_здоровье,0037,2411.995875,41927
shop_st_Сузір*я,0037,2350.440688,15082
md_pmax_зоотовары_коты_дом_и_отдых,0037,2343.643547,45113
shop_st_красота_и_уход_уход_за_волосами,0037,2286.76112,65543
srch_Зоотовары_DSA,0037,2280.484643,17614
shop_st_детские_товары_питание_бакалея,0037,2220.32028,36927
md_pmax_бытовая_химия_средства_для_мытья_посуды,0037,2184.079317,31323
shop_st_красота_и_уход_БАЙЄРСДОРФ,0037,2162.247655,38463
md_pmax_красота_и_уход_уход_за_телом_дезодоранты,0037,2134.387223,39809
md_pmax_детские_товары_детсткие книги,0037,2028.133588,38453
shop_st_детские_товары_для_купания,0037,1978.24251,21227
md_pmax_автотовары_автохимия_автокосметика,0037,1889.95078,42193
srch_cat_електроника,0037,1816.422597,35630
shop_st_дача_сад_огород_дачный_отдых,0037,1780.316751,32442
md_pmax_дача_сад_огород_растения_сезон_рассады,0037,1729.76458,35500
md_pmax_детские_товары_подгузники_салфетки,0037,1724.296906,15034
md_pmax_товары_для_здоровья_интимные_товары,0037,1636.651281,35787
md_pmax_сантехника_и_ремонт_електроинструмент,0037,1458.722285,15144
shop_sm_all_max,0037,1328.40997,132688
shop_st_детские_товары_коляски,0037,1256.256672,31691
shop_st_бытовая_химия_средства_для_ухода_за_унитазом_bc,0037,1231.171189,18536
shop_st_товары_для_дома_текстиль_для_дома,0037,1216.754439,21754
md_pmax_товары_для_здоровья_домашняя_аптека,0037,1215.350049,26144
md_pmax_красота_и_уход_гигиена,0037,1209.033443,14152
md_pmax_красота_и_уход_макияж_губы,0037,1176.822055,44355
md_pmax_школа_офис_и_книги_школа_и_канцтовары,0037,1167.696197,28976
shop_st_красота_и_уход_уход_за_лицом,0037,1153.687618,30468
md_pmax_МБТ_техника_для_красоты_и_здоровья,0037,1081.694924,27279
md_pmax_школа_офис_и_книги_школа_и_книги,0037,1074.15963,30502
md_pmax_бытовая_химия_ароматы_для_дома,0037,1049.039311,18522
md_pmax_школа_офис_и_книги_живопись,0037,1048.195135,20731
md_pmax_красота_и_уход_для_мужчин,0037,1044.553886,10600
md_pmax_товары_для_дома,0037,1000.845147,14122
md_pmax_автотовары_масла,0037,997.984582,22590
md_pmax_красота_и_уход_гигиена_прокладки_гигиенические,0037,950.688765,19025
srch_prod_електроника [1] Clone,0037,935.430407,15189
srch_prod_алкоголь [1] Clone #505,0037,932.358325,4504
shop_st_красота_и_уход_ТД_Вега,0037,845.759873,12074
shop_st_детские_товары_подгузники_горшки,0037,836.019484,10743
md_pmax_Сантехника_и_ремонт_ручной_инструмент,0037,756.304063,25748
md_pmax_красота_и_уход_защита_от_солнца,0037,726.332995,10888
md_pmax_детские_товары_кормление_техника,0037,690.207761,8165
srch_Дача_сад_город_DSA,0037,659.036476,5048
srch_cat_БАДы,0037,644.977399,2692
shop_st_детские_товары_активный_отдых,0037,631.100941,6596
shop_st_зоотовары_грызуны,0037,629.928383,13795
md_pmax_красота_и_уход_парфюмерия,0037,621.624535,18126
srch_cat_бытовая_химия,0037,604.470538,5471
srch_prod_детские_товары [3] Clone,0037,593.351811,13340
srch_cat_зоотовары,0037,582.961112,7238
shop_st_продукты_питания_суперфуд,0037,567.616181,19490
shop_st_детские_товары_автокресла,0037,554.710712,8634
srch_Товары_для_здоровья_DSA,0037,522.770442,2898
shop_st_зоотовары_птицы,0037,484.917053,12015
md_pmax_МБТ_техника_для_дома,0037,482.38282,11954
md_pmax_красота_и_уход_уход_за_волосами_окрашивание,0037,455.81667,9797
srch_prod_продукты_питания,0037,408.362115,8028
md_pmax_красота_и_уход_макияж,0037,385.840508,6740
shop_st_зоотовары_рыбам_и_черепахам,0037,358.434397,8504
shop_st_бытовая_химия_репеленты,0037,296.254157,6228
shop_st_зоотовары_собаки_груминг,0037,283.266268,5208
shop_st_продукты_питания_колбаса,0037,275.161219,7993
srch_prod_детские_товары [4] Clone,0037,248.71338,3502
srch_prod_товары_для_дома,0037,245.951438,3671
srch_prod_зоотовары [1] Clone,0037,232.952858,1455
srch_prod_товары_для_дома [4] Clone,0037,189.238747,26662
md_pmax_зоотовары_коты,0037,135.49996,2403
srch_prod_товары_для_дома [2] Clone,0037,106.942538,1824
srch_prod_товары_для_дома [1] Clone,0037,106.297735,1306
shop_st_автотовари_автозапчастини_Автомобільні_акумулятори,0037,80.502813,2036
srch_prod_товары_для_дома [6] Clone,0037,73.992622,2023
srch_prod_товары_для_дома [3] Clone,0037,65.83145,1516
srch_prod_товары_для_дома [5] Clone,0037,51.203673,2240
srch_prod_красота_и_здоровье,0037,11.41015,79
srch_prod_красота_и_здоровье [1] Clone,0037,0,29
md_pmax_алкоголь_виски,0038,137754.142708,1247974
md_pmax_зоотовары_коты_кормление,0038,133534.055755,782827
md_pmax_детские_товары_питание,0038,78384.888005,676587
md_pmax_товары_для_здоровья_БАДы,0038,70441.497511,1300705
md_pmax_детские_товары_подгузники,0038,68069.683271,429845
md_pmax_товары_для_здоровья_спортивное_питание,0038,65934.011289,718039
md_pmax_красота_и_уход_лореаль,0038,62852.324177,876948
md_pmax_детские_товары_игрушки_лего,0038,61938.01838,724232
brand_shopping,0038,53545.081005,1440601
md_pmax_алкоголь_вино,0038,53054.759306,571659
md_pmax_красота_и_уход_гигиена_подгузники_для_взрослых,0038,51312.884976,280973
md_pmax_детские_товары_игрушки_a,0038,48673.137118,591227
md_pmax_алкоголь_пиво,0038,46620.311473,623374
